2019-07-24,1422.21,4.54
2019-07-23,1417.67,-7.86
2019-07-22,1425.53,-14.38
2019-07-19,1439.91,18.76
2019-07-18,1421.15,16.48
2019-07-17,1404.66,-8.23
2019-07-16,1412.9,-1.36
2019-07-15,1414.27,7.25
2019-07-12,1407.02,-13.68
2019-07-11,1420.69,29.07
2019-07-10,1391.62,-2.94
2019-07-09,1394.56,-9.71
2019-07-08,1404.27,-9.43
2019-07-05,1413.7,-0.74
2019-07-04,1414.44,-11.84
2019-07-03,1426.28,36.08
2019-07-02,1390.2,5.25
2019-07-01,1384.95,-24.48
2019-06-28,1409.43,6.04
2019-06-27,1403.4,-3.6
2019-06-26,1407,-21.89
2019-06-25,1428.89,25.55
2019-06-24,1403.35,11.85
2019-06-21,1391.5,8.9
2019-06-20,1382.6,37.63
2019-06-19,1344.96,-1.08
2019-06-18,1346.05,7.07
2019-06-17,1338.98,-14.84
2019-06-14,1353.83,16.93
2019-06-13,1336.9,1.07
2019-06-12,1335.83,9.69
2019-06-11,1326.14,-0.85
2019-06-10,1326.99,-3.83
2019-06-07,1330.82,-1.39
2019-06-05,1332.2,6.23
2019-06-04,1325.97,15.64
2019-06-03,1310.33,16.32
2019-05-31,1294.01,15.7
2019-05-30,1278.32,-5.75
2019-05-29,1284.07,0.18
2019-05-28,1283.89,-2.02
2019-05-27,1285.91,1.99
2019-05-24,1283.92,8.79
2019-05-23,1275.14,1.34
2019-05-22,1273.8,-0.72
2019-05-21,1274.52,-1.34
2019-05-20,1275.86,-12.04
2019-05-17,1287.9,-9.22
2019-05-16,1297.12,4.03
2019-05-15,1293.1,-4.9
2019-05-14,1298,14.87
2019-05-13,1283.13,-1.46
2019-05-10,1284.59,2.04
2019-05-09,1282.55,-4.75
2019-05-08,1287.3,6.45
2019-05-07,1280.86,9.09
2019-05-03,1271.77,0.17
2019-05-02,1271.6,-10.47
2019-04-30,1282.07,-1.78
2019-04-29,1283.85,1.93
2019-04-26,1281.92,5.01
2019-04-25,1276.91,6.01
2019-04-24,1270.89,-2.17
2019-04-23,1273.07,-4.26
2019-04-22,1277.33,5.91
2019-04-18,1271.42,-6.78
2019-04-17,1278.2,-8.44
2019-04-16,1286.63,-1.16
2019-04-15,1287.79,-6.01
2019-04-12,1293.8,-13.5
2019-04-11,1307.3,2.9
2019-04-10,1304.4,6.47
2019-04-09,1297.92,0.1
2019-04-08,1297.82,9.72
2019-04-05,1288.1,-5.33
2019-04-04,1293.43,-0.08
2019-04-03,1293.51,6.16
2019-04-02,1287.36,-2.62
2019-04-01,1289.97,2.37
2019-03-29,1287.61,-24
2019-03-28,1311.61,-5.14
2019-03-27,1316.76,-2.54
2019-03-26,1319.3,3.56
2019-03-25,1315.74,4.36
2019-03-22,1311.38,-7.62
2019-03-21,1319,13.37
2019-03-20,1305.63,-1.32
2019-03-19,1306.95,5.34
2019-03-18,1301.61,0.41
2019-03-15,1301.2,-2.35
2019-03-14,1303.55,-0.9
2019-03-13,1304.45,8.03
2019-03-12,1296.42,-1.75
2019-03-11,1298.17,5.62
2019-03-08,1292.56,7.71
2019-03-07,1284.84,-4.17
2019-03-06,1289.01,0.94
2019-03-05,1288.07,-6.58
2019-03-04,1294.64,-25.05
2019-02-28,1319.7,-7.05
2019-02-27,1326.75,-1.09
2019-02-26,1327.84,-3.83
2019-02-25,1331.67,6.29
2019-02-22,1325.38,-13.01
2019-02-21,1338.39,-3.25
2019-02-20,1341.64,18.2
2019-02-19,1323.44,0.27
2019-02-18,1323.17,9.01
2019-02-15,1314.16,5.82
2019-02-14,1308.35,-5.04
2019-02-13,1313.39,1.98
2019-02-12,1311.41,-0.38
2019-02-11,1311.79,2.76
2019-02-08,1309.03,4.06
2019-02-07,1304.96,-13.34
2019-02-01,1318.3,-1.38
2019-01-31,1319.68,4.37
2019-01-30,1315.31,9.22
2019-01-29,1306.09,4.8
2019-01-28,1301.29,17.63
2019-01-25,1283.66,2.44
2019-01-24,1281.22,-2.58
2019-01-23,1283.8,4.44
2019-01-22,1279.36,-3.79
2019-01-21,1283.15,-8.59
2019-01-18,1291.73,-0.86
2019-01-17,1292.6,1.3
2019-01-16,1291.3,0.7
2019-01-15,1290.6,-0.08
2019-01-14,1290.68,-1.61
2019-01-11,1292.29,-3.09
2019-01-10,1295.38,12.41
2019-01-09,1282.96,-0.53
2019-01-08,1283.49,-6.16
2019-01-07,1289.65,-4.95
2019-01-04,1294.6,3.02
2019-01-03,1291.59,4.95
2019-01-02,1286.64,6.14
2018-12-28,1280.5,12
2018-12-27,1268.5,-5.51
2018-12-26,1274.01,11.69
2018-12-24,1262.32,3.1
2018-12-21,1259.21,12.31
2018-12-20,1246.9,-3.47
2018-12-19,1250.37,4.21
2018-12-18,1246.16,8.09
2018-12-17,1238.07,-1.63
2018-12-14,1239.7,-5.84
2018-12-13,1245.54,2.17
2018-12-12,1243.38,-2.85
2018-12-11,1246.23,-3.02
2018-12-10,1249.26,10.11
2018-12-07,1239.15,2.25
2018-12-06,1236.9,0.93
2018-12-05,1235.97,-1.81
2018-12-04,1237.79,10.51
2018-12-03,1227.28,2.69
2018-11-30,1224.58,-0.78
2018-11-29,1225.36,10.85
2018-11-28,1214.51,-6.01
2018-11-27,1220.52,-4.37
2018-11-26,1224.88,-2.1
2018-11-23,1226.98,-0.42
2018-11-22,1227.4,5.4
2018-11-21,1222,-2.08
2018-11-20,1224.09,4.45
2018-11-19,1219.64,4.52
2018-11-16,1215.12,2.77
2018-11-15,1212.35,8.81
2018-11-14,1203.54,0.71
2018-11-13,1202.82,-3.76
2018-11-12,1206.58,-13.36
2018-11-09,1219.93,-5.54
2018-11-08,1225.47,-3.42
2018-11-07,1228.89,-1.84
2018-11-06,1230.73,-1.91
2018-11-05,1232.64,-0.17
2018-11-02,1232.82,11.22
2018-11-01,1221.6,4.06
2018-10-31,1217.54,-8.96
2018-10-30,1226.5,-6.12
2018-10-29,1232.62,0.71
2018-10-26,1231.9,-5.12
2018-10-25,1237.03,5.42
2018-10-24,1231.61,3.15
2018-10-23,1228.46,1.49
2018-10-22,1226.97,-1.86
2018-10-19,1228.84,9.77
2018-10-18,1219.07,-4.29
2018-10-17,1223.36,-3.54
2018-10-16,1226.9,3.42
2018-10-15,1223.47,7
2018-10-12,1216.48,22.18
2018-10-11,1194.3,4.64
2018-10-10,1189.65,-6.83
2018-10-08,1196.48,-3.06
2018-10-05,1199.55,1.52
2018-10-04,1198.03,4.24
2018-10-02,1193.79,6.84
2018-10-01,1186.94,4.78
2018-09-28,1182.17,-13.23
2018-09-27,1195.4,-14.03
2018-09-21,1209.43,4.37
2018-09-20,1205.07,1.93
2018-09-19,1203.14,3.38
2018-09-18,1199.77,3.59
2018-09-17,1196.17,-9.86
2018-09-14,1206.04,0.84
2018-09-13,1205.19,10.16
2018-09-12,1195.04,-1.27
2018-09-11,1196.31,2.89
2018-09-10,1193.41,-7.45
2018-09-07,1200.87,3.98
2018-09-06,1196.89,3.73
2018-09-05,1193.16,-3.04
2018-09-04,1196.2,-4.15
2018-09-03,1200.35,-3.35
2018-08-31,1203.7,1.74
2018-08-30,1201.96,0.06
2018-08-29,1201.9,-8.26
2018-08-28,1210.16,4.77
2018-08-27,1205.39,16.64
2018-08-24,1188.75,-3.22
2018-08-23,1191.97,-1.33
2018-08-22,1193.3,-1.5
2018-08-21,1194.8,8
2018-08-20,1186.81,11.88
2018-08-17,1174.93,-1.34
2018-08-16,1176.28,-18.93
2018-08-14,1195.2,-13.6
2018-08-13,1208.8,0.55
2018-08-10,1208.26,-6.05
2018-08-09,1214.31,0.81
2018-08-08,1213.5,1
2018-08-07,1212.5,-1.09
2018-08-06,1213.6,7.41
2018-08-03,1206.18,-13.1
2018-08-02,1219.29,-1.81
2018-08-01,1221.1,-0.52
2018-07-31,1221.62,1.63
2018-07-30,1219.98,-3.71
2018-07-27,1223.7,-5.5
2018-07-26,1229.2,2.03
2018-07-25,1227.17,7.37
2018-07-24,1219.8,-11.02
2018-07-23,1230.82,7.82
2018-07-20,1223,-0.5
2018-07-19,1223.5,-0.63
2018-07-18,1224.13,-18.27
2018-07-17,1242.4,-2.15
2018-07-16,1244.55,-1.25
2018-07-13,1245.8,2.1
2018-07-12,1243.69,-8.9
2018-07-11,1252.6,-4.4
2018-07-10,1257,-4
2018-07-09,1261,4.99
2018-07-06,1256.01,-0.59
2018-07-05,1256.6,-2.65
2018-07-04,1259.24,18.64
2018-07-03,1240.6,-8.48
2018-07-02,1249.08,-2.42
2018-06-29,1251.5,1.2
2018-06-28,1250.3,-5.6
2018-06-27,1255.9,-8.2
2018-06-26,1264.1,-1.74
2018-06-25,1265.84,-4.07
2018-06-22,1269.9,6.22
2018-06-21,1263.67,-10.32
2018-06-20,1274,-6.4
2018-06-19,1280.4,1.06
2018-06-18,1279.34,-20.41
2018-06-15,1299.74,-1.61
2018-06-14,1301.36,3.86
2018-06-12,1297.5,-0.43
2018-06-11,1297.93,2.71
2018-06-08,1295.22,-1.98
2018-06-07,1297.2,5.38
2018-06-05,1291.83,0.32
2018-06-04,1291.51,-6.87
2018-06-01,1298.38,-6.79
2018-05-31,1305.16,8.16
2018-05-30,1297,-0.67
2018-05-29,1297.67,1
2018-05-28,1296.67,-6.22
2018-05-25,1302.89,7.81
2018-05-24,1295.09,4.56
2018-05-23,1290.53,6.3
2018-05-21,1284.22,-5.13
2018-05-18,1289.36,-0.24
2018-05-17,1289.6,-4.45
2018-05-16,1294.05,-17.18
2018-05-15,1311.22,-9.23
2018-05-14,1320.46,0.81
2018-05-11,1319.64,6.09
2018-05-10,1313.55,4.38
2018-05-09,1309.16,-4.96
2018-05-08,1314.12,1.8
2018-05-04,1312.33,2.76
2018-05-03,1309.57,-0.73
2018-05-02,1310.3,-8.18
2018-04-30,1318.47,1.77
2018-04-27,1316.7,-7.72
2018-04-26,1324.42,-1.15
2018-04-25,1325.57,-1.37
2018-04-24,1326.93,-6.71
2018-04-23,1333.64,-10.35
2018-04-20,1343.99,-9.43
2018-04-19,1353.42,7.98
2018-04-18,1345.44,-1.67
2018-04-17,1347.11,3.79
2018-04-16,1343.32,5.82
2018-04-13,1337.5,-13.87
2018-04-12,1351.37,6.46
2018-04-11,1344.9,11.39
2018-04-10,1333.51,1.91
2018-04-09,1331.6,6.17
2018-04-06,1325.43,-0.81
2018-04-05,1326.25,-7.98
2018-04-04,1334.23,-6.57
2018-04-03,1340.8,10.9
2018-04-02,1329.9,4.61
2018-03-29,1323.79,-17.21
2018-03-28,1340.99,-15.15
2018-03-27,1356.15,12.14
2018-03-26,1344.01,1.01
2018-03-23,1343,12.54
2018-03-22,1330.46,16.3
2018-03-21,1314.16,-2.49
2018-03-20,1316.65,7.02
2018-03-19,1309.63,-8.4
2018-03-16,1318.04,-8.06
2018-03-15,1326.1,0.63
2018-03-14,1325.47,5.45
2018-03-13,1320.03,-3.06
2018-03-12,1323.09,4.23
2018-03-09,1318.86,-9.36
2018-03-08,1328.21,-6.18
2018-03-07,1334.4,11.3
2018-03-06,1323.1,-2.87
2018-03-05,1325.97,8.32
2018-03-02,1317.65,-0.71
2018-02-28,1318.36,-14.52
2018-02-27,1332.88,-6.12
2018-02-26,1338.99,11.45
2018-02-23,1327.55,4.46
2018-02-22,1323.09,-4.89
2018-02-21,1327.97,-11.96
2018-02-20,1339.94,-7.13
2018-02-19,1347.08,12.88
2018-02-14,1334.2,8.61
2018-02-13,1325.59,2.29
2018-02-12,1323.31,4.35
2018-02-09,1318.95,8.19
2018-02-08,1310.77,-19.2
2018-02-07,1329.96,-13.34
2018-02-06,1343.3,11.05
2018-02-05,1332.24,-15.16
2018-02-02,1347.41,5.16
2018-02-01,1342.26,-2.26
2018-01-31,1344.52,9.02
2018-01-30,1335.5,-12.3
2018-01-29,1347.81,-6.71
2018-01-26,1354.52,-10.58
2018-01-25,1365.1,22.04
2018-01-24,1343.06,5.96
2018-01-23,1337.1,5.67
2018-01-22,1331.42,-1.07
2018-01-19,1332.5,4.26
2018-01-18,1328.23,-7.11
2018-01-17,1335.34,-5.76
2018-01-16,1341.1,-1.34
2018-01-15,1342.44,13.29
2018-01-12,1329.15,10.81
2018-01-11,1318.34,8.64
2018-01-10,1309.7,-8.69
2018-01-09,1318.39,-0.29
2018-01-08,1318.68,0.78
2018-01-05,1317.9,7.54
2018-01-04,1310.36,-3.74
2018-01-03,1314.1,5.1
2018-01-02,1309,17.04
2017-12-28,1291.96,9.36
2017-12-27,1282.61,4.16
2017-12-26,1278.45,11.43
2017-12-22,1267.02,1.24
2017-12-21,1265.78,2.24
2017-12-20,1263.54,-0.26
2017-12-19,1263.8,7.29
2017-12-18,1256.51,1.28
2017-12-15,1255.23,-2.47
2017-12-14,1257.7,13.54
2017-12-13,1244.16,-1.33
2017-12-12,1245.5,-4.35
2017-12-11,1249.85,0.51
2017-12-08,1249.34,-8.16
2017-12-07,1257.5,-10.2
2017-12-06,1267.7,-7.41
2017-12-05,1275.11,0.56
2017-12-04,1274.54,-1.76
2017-12-01,1276.3,-7.29
2017-11-30,1283.6,-12.04
2017-11-29,1295.63,1.43
2017-11-28,1294.2,3.6
2017-11-27,1290.6,-0.35
2017-11-24,1290.95,0.9
2017-11-23,1290.06,6.96
2017-11-22,1283.1,2.53
2017-11-21,1280.57,-10.96
2017-11-20,1291.54,9.23
2017-11-17,1282.3,4.92
2017-11-16,1277.38,-3.63
2017-11-15,1281.01,4.54
2017-11-14,1276.47,-0.43
2017-11-13,1276.9,-8.51
2017-11-10,1285.41,1.41
2017-11-09,1284,6.92
2017-11-08,1277.08,-2.08
2017-11-07,1279.16,10.1
2017-11-06,1269.06,-7.32
2017-11-03,1276.38,-1.88
2017-11-02,1278.26,2.67
2017-11-01,1275.58,-1.42
2017-10-31,1277,7.12
2017-10-30,1269.88,4.78
2017-10-27,1265.1,-15.9
2017-10-26,1281,7.88
2017-10-25,1273.12,-8.27
2017-10-24,1281.38,4.76
2017-10-23,1276.62,-6.72
2017-10-20,1283.34,3.64
2017-10-19,1279.7,-4.05
2017-10-18,1283.76,-5.95
2017-10-17,1289.7,-14.9
2017-10-16,1304.6,6.69
2017-10-13,1297.91,3.11
2017-10-12,1294.8,5.45
2017-10-11,1289.35,1.65
2017-10-10,1287.7,0.34
2017-09-29,1287.37,7.21
2017-09-28,1280.15,-12.52
2017-09-27,1292.67,-16.34
2017-09-26,1309.01,16.74
2017-09-25,1292.27,-4.53
2017-09-22,1296.79,0.57
2017-09-21,1296.21,-16.84
2017-09-20,1313.06,5.04
2017-09-19,1308.02,-7.92
2017-09-18,1315.93,-14.66
2017-09-15,1330.6,8.81
2017-09-14,1321.79,-8.72
2017-09-13,1330.51,4.13
2017-09-12,1326.37,-8.28
2017-09-11,1334.64,-18.75
2017-09-08,1353.4,18.5
2017-09-07,1334.9,-3.58
2017-09-06,1338.49,2.85
2017-09-05,1335.64,-1.47
2017-09-04,1337.12,17.83
2017-09-01,1319.29,15.84
2017-08-31,1303.45,-4.21
2017-08-30,1307.66,-11.26
2017-08-29,1318.92,21.32
2017-08-28,1297.6,10.62
2017-08-25,1286.98,-1.12
2017-08-24,1288.1,0.99
2017-08-23,1287.11,0.93
2017-08-22,1286.18,-0.35
2017-08-21,1286.54,-1.51
2017-08-18,1288.05,0.27
2017-08-17,1287.79,16.66
2017-08-16,1271.12,-15.5
2017-08-14,1286.62,1.66
2017-08-11,1284.97,6.32
2017-08-10,1278.65,12.86
2017-08-09,1265.8,5.72
2017-08-08,1260.07,1.81
2017-08-07,1258.26,-11.14
2017-08-04,1269.4,7.04
2017-08-03,1262.36,-3.99
2017-08-02,1266.35,-3.02
2017-08-01,1269.38,1.46
2017-07-31,1267.92,9.01
2017-07-28,1258.91,-3.88
2017-07-27,1262.8,18.18
2017-07-26,1244.62,-12.38
2017-07-25,1257,3.96
2017-07-24,1253.04,6.59
2017-07-21,1246.44,7.41
2017-07-20,1239.04,-0.9
2017-07-19,1239.93,3
2017-07-18,1236.93,7.07
2017-07-17,1229.86,11.35
2017-07-14,1218.51,-5.22
2017-07-13,1223.73,4.96
2017-07-12,1218.77,7.27
2017-07-11,1211.5,5.07
2017-07-10,1206.43,-15.68
2017-07-07,1222.11,-2.83
2017-07-06,1224.93,-1.11
2017-07-05,1226.05,0.62
2017-07-04,1225.42,-10.89
2017-07-03,1236.32,-7.77
2017-06-30,1244.09,-7.17
2017-06-29,1251.27,-0.45
2017-06-28,1251.71,1.55
2017-06-27,1250.15,-4.5
2017-06-26,1254.65,0.9
2017-06-23,1253.75,0.55
2017-06-22,1253.2,7.65
2017-06-21,1245.55,-0.89
2017-06-20,1246.43,-5.51
2017-06-19,1251.95,-1.75
2017-06-16,1253.69,-8.54
2017-06-15,1262.23,-6.53
2017-06-14,1268.76,2.46
2017-06-13,1266.31,-1.15
2017-06-12,1267.45,-6.18
2017-06-09,1273.63,-13.82
2017-06-08,1287.45,-5.2
2017-06-07,1292.65,13.09
2017-06-05,1279.57,19.16
2017-06-02,1260.4,-5.93
2017-06-01,1266.34,4.28
2017-05-31,1262.06,-6.41
2017-05-30,1268.46,1.17
2017-05-29,1267.3,8.53
2017-05-26,1258.77,0.52
2017-05-25,1258.24,8.8
2017-05-24,1249.44,-12.21
2017-05-23,1261.65,7.26
2017-05-22,1254.38,2.59
2017-05-19,1251.8,-5.57
2017-05-18,1257.36,13.46
2017-05-17,1243.89,8.8
2017-05-16,1235.09,2.89
2017-05-15,1232.2,4.24
2017-05-12,1227.96,5.92
2017-05-11,1222.05,0.47
2017-05-10,1221.58,-9.07
2017-05-08,1230.65,-3.88
2017-05-04,1234.53,-21.73
2017-05-02,1256.26,-9.53
2017-04-28,1265.79,1.63
2017-04-27,1264.15,0.23
2017-04-26,1263.93,-8.72
2017-04-25,1272.65,1.63
2017-04-24,1271.02,-8.9
2017-04-21,1279.92,0.6
2017-04-20,1279.32,-4.92
2017-04-19,1284.24,0.79
2017-04-18,1283.46,-4.49
2017-04-17,1287.95,0.52
2017-04-14,1287.43,2.62
2017-04-13,1284.81,9.99
2017-04-12,1274.82,17.98
2017-04-11,1256.83,2.16
2017-04-10,1254.67,-9.39
2017-04-07,1264.06,10.78
2017-04-06,1253.29,-2.31
2017-04-05,1255.59,-1.5
2017-04-04,1257.1,10.41
2017-04-03,1246.68,3.99
2017-03-31,1242.69,-8.68
2017-03-30,1251.38,1.7
2017-03-29,1249.68,-2.55
2017-03-28,1252.23,-6.37
2017-03-27,1258.6,16.04
2017-03-24,1242.57,-4.82
2017-03-23,1247.38,-0.61
2017-03-22,1248,18.53
2017-03-21,1229.47,-5.27
2017-03-20,1234.74,6.82
2017-03-17,1227.92,0.87
2017-03-16,1227.06,22.79
2017-03-15,1204.27,1.98
2017-03-14,1202.29,-7.23
2017-03-13,1209.52,11.24
2017-03-10,1198.28,-6.11
2017-03-09,1204.38,-13.2
2017-03-08,1217.58,-8.34
2017-03-07,1225.92,-7.17
2017-03-06,1233.1,0.65
2017-03-03,1232.45,-12.63
2017-03-02,1245.08,-8.72
2017-02-28,1253.8,-3.18
2017-02-27,1256.98,4.33
2017-02-24,1252.65,15.98
2017-02-23,1236.67,2.82
2017-02-22,1233.85,-0.57
2017-02-21,1234.42,1.03
2017-02-20,1233.39,-4.16
2017-02-17,1237.55,4.58
2017-02-16,1232.97,6.84
2017-02-15,1226.13,-3.56
2017-02-14,1229.7,-1.7
2017-02-13,1231.4,7.41
2017-02-10,1223.99,-16.32
2017-02-09,1240.31,8.29
2017-02-08,1232.02,-1.58
2017-02-07,1233.61,9.3
2017-02-06,1224.3,10.84
2017-02-03,1213.46,-1.27
2017-02-02,1214.73,6.72
2017-02-01,1208.02,7.51
2017-01-31,1200.51,3.75
2017-01-26,1196.75,-6.8
2017-01-25,1203.56,-11.43
2017-01-24,1214.98,-1.82
2017-01-23,1216.8,9.18
2017-01-20,1207.62,5.8
2017-01-19,1201.82,-11.53
2017-01-18,1213.35,2.66
2017-01-17,1210.69,3.59
2017-01-16,1207.1,11.4
2017-01-13,1195.69,-3.7
2017-01-12,1199.39,9.99
2017-01-11,1189.4,2
2017-01-10,1187.4,13.69
2017-01-09,1173.71,-1.63
2017-01-06,1175.35,-2.9
2017-01-05,1178.24,15.89
2017-01-04,1162.36,4.18
2017-01-03,1158.17,6.28
2017-01-02,1151.89,2.59
2016-12-29,1149.31,5.54
2016-12-28,1143.77,3.98
2016-12-27,1139.79,8.06
2016-12-23,1131.73,1.25
2016-12-22,1130.48,-6.52
2016-12-21,1137.01,1.62
2016-12-20,1135.38,-5.88
2016-12-19,1141.27,7.57
2016-12-16,1133.7,-7.92
2016-12-15,1141.62,-20.29
2016-12-14,1161.91,0.51
2016-12-13,1161.4,3.83
2016-12-12,1157.58,-11.93
2016-12-09,1169.5,-6.88
2016-12-08,1176.38,8.82
2016-12-07,1167.56,-3.55
2016-12-06,1171.11,-5.1
2016-12-05,1176.21,2.48
2016-12-02,1173.72,-2.08
2016-12-01,1175.8,-14.05
2016-11-30,1189.85,-2.33
2016-11-29,1192.18,0.17
2016-11-28,1192.02,11.77
2016-11-25,1180.25,-6.12
2016-11-24,1186.37,-26.88
2016-11-23,1213.24,-3.91
2016-11-22,1217.15,3.65
2016-11-21,1213.5,4.59
2016-11-18,1208.91,-17.23
2016-11-17,1226.14,-5.13
2016-11-16,1231.28,4.67
2016-11-15,1226.6,6.99
2016-11-14,1219.61,-41.8
2016-11-11,1261.4,-26.34
2016-11-10,1287.75,-34.94
2016-11-09,1322.68,39.47
2016-11-08,1283.21,-6.32
2016-11-07,1289.54,-6.68
2016-11-04,1296.21,-5.18
2016-11-03,1301.4,8.61
2016-11-02,1292.79,13.59
2016-11-01,1279.2,2.56
2016-10-31,1276.64,7.85
2016-10-28,1268.79,0.2
2016-10-27,1268.59,-6.75
2016-10-26,1275.34,8.29
2016-10-25,1267.04,0.34
2016-10-24,1266.7,2.94
2016-10-21,1263.77,-6.67
2016-10-20,1270.43,8.43
2016-10-19,1262,0.49
2016-10-18,1261.51,6.01
2016-10-17,1255.5,-1
2016-10-14,1256.5,-3.5
2016-10-13,1260,4.43
2016-10-12,1255.57,-5.92
2016-10-11,1261.48,-3.12
2016-10-10,1264.6,12.32
2016-10-07,1252.28,-13.87
2016-10-06,1266.14,-6.73
2016-10-05,1272.88,-37.83
2016-10-04,1310.7,-12.94
2016-09-30,1323.63,1.1
2016-09-29,1322.53,-2.29
2016-09-28,1324.82,-9.84
2016-09-27,1334.65,-0.1
2016-09-26,1334.74,-0.15
2016-09-23,1334.9,1.76
2016-09-22,1333.14,14.27
2016-09-21,1318.87,2.57
2016-09-20,1316.3,0.21
2016-09-19,1316.09,-12.54
2016-09-13,1328.63,-0.56
2016-09-12,1329.19,-6.39
2016-09-09,1335.58,-11.7
2016-09-08,1347.28,-3.98
2016-09-07,1351.26,24.16
2016-09-06,1327.1,0.9
2016-09-05,1326.2,16.16
2016-09-02,1310.04,2.11
2016-09-01,1307.93,-4.96
2016-08-31,1312.89,-8.5
2016-08-30,1321.39,3.69
2016-08-29,1317.7,-6.4
2016-08-26,1324.1,-2.16
2016-08-25,1326.26,-10.71
2016-08-24,1336.97,-2.54
2016-08-23,1339.52,5.95
2016-08-22,1333.57,-14.72
2016-08-19,1348.29,-3.65
2016-08-18,1351.94,9.54
2016-08-17,1342.4,-7.1
2016-08-16,1349.5,9.86
2016-08-12,1339.64,-3.25
2016-08-11,1342.89,-11.36
2016-08-10,1354.25,21.73
2016-08-09,1332.52,-1.48
2016-08-08,1333.99,-30.25
2016-08-05,1364.24,13.22
2016-08-04,1351.02,-14.29
2016-08-03,1365.31,12.78
2016-08-02,1352.54,4.95
2016-08-01,1347.59,12.59
2016-07-29,1335,-5.3
2016-07-28,1340.3,21.77
2016-07-27,1318.54,-0.86
2016-07-26,1319.4,1.23
2016-07-25,1318.17,-6.64
2016-07-22,1324.82,7.61
2016-07-21,1317.21,-12.69
2016-07-20,1329.9,2.56
2016-07-19,1327.34,-2.26
2016-07-18,1329.6,-2.8
2016-07-15,1332.4,-2.35
2016-07-14,1334.74,-3.65
2016-07-13,1338.4,-15.6
2016-07-12,1354,-8.86
2016-07-11,1362.86,4.71
2016-07-08,1358.14,-10.4
2016-07-07,1368.55,-0.75
2016-07-06,1369.3,26.09
2016-07-05,1343.21,-9.5
2016-07-04,1352.71,20.7
2016-07-01,1332.01,15.62
2016-06-30,1316.38,-4.41
2016-06-29,1320.8,2.92
2016-06-28,1317.87,-9.87
2016-06-27,1327.74,9.53
2016-06-24,1318.21,50.69
2016-06-23,1267.53,3.5
2016-06-22,1264.02,-19.8
2016-06-21,1283.82,-0.78
2016-06-20,1284.6,1.15
2016-06-17,1283.44,-24.67
2016-06-16,1308.12,22.23
2016-06-15,1285.88,7.4
2016-06-14,1278.48,-3.67
2016-06-13,1282.15,16.34
2016-06-10,1265.82,3.96
2016-06-09,1261.86,12.01
2016-06-08,1249.86,7.12
2016-06-07,1242.73,31.34
2016-06-03,1211.4,-3.02
2016-06-02,1214.42,-1.09
2016-06-01,1215.51,3.01
2016-05-31,1212.5,10.88
2016-05-30,1201.62,-20.08
2016-05-27,1221.7,-6.77
2016-05-26,1228.47,4.01
2016-05-25,1224.46,-20.91
2016-05-24,1245.38,-5.31
2016-05-23,1250.68,-3.6
2016-05-20,1254.29,-0.32
2016-05-19,1254.61,-18.52
2016-05-18,1273.13,-2.25
2016-05-17,1275.38,-4.71
2016-05-16,1280.09,6.33
2016-05-13,1273.75,1.6
2016-05-12,1272.15,-1.5
2016-05-11,1273.64,8.05
2016-05-10,1265.6,-16.59
2016-05-09,1282.18,1.35
2016-05-04,1280.83,-10.36
2016-05-03,1291.19,-2.35
2016-05-02,1293.55,20.64
2016-04-29,1272.9,18.26
2016-04-28,1254.64,10.69
2016-04-27,1243.95,7.3
2016-04-26,1236.65,1.9
2016-04-25,1234.75,-12.6
2016-04-22,1247.35,-8.2
2016-04-21,1255.55,6.45
2016-04-20,1249.11,14.76
2016-04-19,1234.35,-1.18
2016-04-18,1235.53,4.38
2016-04-15,1231.15,-3.67
2016-04-14,1234.82,-20.57
2016-04-12,1255.39,6.29
2016-04-11,1249.1,12.15
2016-04-08,1236.95,8.44
2016-04-07,1228.52,-0.04
2016-04-06,1228.55,1.11
2016-04-05,1227.43,10.09
2016-04-04,1217.35,-14.6
2016-04-01,1231.95,4.26
2016-03-31,1227.69,-10.46
2016-03-30,1238.15,18.9
2016-03-29,1219.25,3.85
2016-03-28,1215.4,-3.61
2016-03-24,1219.01,-16.64
2016-03-23,1235.65,-11
2016-03-22,1246.65,0.68
2016-03-21,1245.97,-18
2016-03-18,1263.97,5.95
2016-03-17,1258.03,24.83
2016-03-16,1233.19,4.8
2016-03-15,1228.39,-28
2016-03-14,1256.39,-18.2
2016-03-11,1274.6,27.25
2016-03-10,1247.35,-8.6
2016-03-09,1255.94,-13.16
2016-03-08,1269.11,5.75
2016-03-07,1263.36,1.8
2016-03-04,1261.56,21.81
2016-03-03,1239.75,12.1
2016-03-02,1227.65,-0.6
2016-02-29,1228.25,-10
2016-02-26,1238.25,2.9
2016-02-25,1235.35,7.79
2016-02-24,1227.57,11.88
2016-02-23,1215.68,-2.06
2016-02-22,1217.74,-8.54
2016-02-19,1226.28,17.29
2016-02-18,1208.99,2.09
2016-02-17,1206.9,10.18
2016-02-16,1196.72,-22.77
2016-02-15,1219.5,-21.75
2016-02-12,1241.25,33.7
2016-02-11,1207.55,51.91
2016-02-05,1155.63,12.96
2016-02-04,1142.67,13.87
2016-02-03,1128.8,3.15
2016-02-02,1125.65,3.85
2016-02-01,1121.8,7.55
2016-01-29,1114.25,-4.01
2016-01-28,1118.26,-2.14
2016-01-27,1120.4,7.07
2016-01-26,1113.33,13.01
2016-01-25,1100.33,1.88
